Commissioner Org Name,Treatment Function Name,Commissioner Org Code,Treatment Function Code,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
Manchester,all referrals,14L,C_999,2830,2063,2464,1880,1280,2178,2280,2379,2282,2408,1994,2052,2168,1981,1990,1857,1440,1544,2097,2048,1679,1094,1227,906,1630,1379,1229,1437,1586,1366,1570,989,1071,1105,959,861,733,801,528,307,758,794,762,901,985,940,870,699,515,611,356,441,446,566,531,604,360,328,344,371,360,414,373,346,266,272,352,254,231,276,362,235,224,174,235,182,201,102,135,127,144,128,115,90,95,88,94,90,64,48,43,15,39,42,27,32,29,21,23,21,11,16,16,10,25
Mid Essex,all referrals,06Q,C_999,2788,1952,2269,1983,1538,1745,1725,1499,1526,1508,1487,1369,1339,1318,1231,1273,993,974,1207,1210,1110,881,1187,734,1017,989,861,835,803,898,925,747,676,763,665,617,656,589,367,248,478,496,488,441,413,466,483,374,375,378,293,263,250,215,203,222,131,178,151,158,139,145,141,126,108,96,100,84,79,61,68,47,49,40,46,33,35,10,22,11,9,13,13,6,4,11,5,7,9,7,6,0,4,3,2,2,5,3,5,0,2,1,0,1,2
Morecambe Bay,all referrals,01K,C_999,2226,1657,1849,1731,1341,1541,1370,1189,1186,1106,1038,1109,1058,990,960,837,709,483,707,699,623,418,561,356,356,486,462,407,427,427,369,363,333,302,330,269,226,210,158,115,199,203,183,185,199,185,160,143,151,138,153,112,150,134,111,95,69,72,100,85,79,80,74,73,59,59,60,45,48,28,59,34,30,25,27,22,15,16,14,26,18,12,16,8,7,14,13,8,9,4,7,1,5,1,3,11,5,1,4,1,4,3,1,3,9
Newcastle Gateshead,all referrals,13T,C_999,3913,2770,2985,2987,2168,2542,2387,2289,2225,2260,2059,2059,1957,1905,1761,1695,1225,1186,1173,1063,1106,761,868,469,759,802,700,607,604,564,539,500,521,476,434,372,347,348,222,134,267,283,251,257,252,258,224,201,159,158,160,157,145,133,150,134,109,101,102,95,104,97,85,92,77,83,68,64,61,59,81,52,64,49,41,61,50,29,46,28,33,41,31,18,12,26,11,16,2,12,5,0,5,3,2,5,3,3,3,0,0,1,1,0,4
Norfolk And Waveney,all referrals,26A,C_999,6434,4552,5252,4842,3624,4535,4106,4087,3753,3693,3602,3698,3599,3475,3061,3225,2664,2124,2959,2714,2672,2117,2212,1462,1882,1944,1914,1813,1829,1713,1710,1481,1361,1402,1388,1275,1208,1080,703,448,897,980,1024,967,962,963,881,886,797,762,745,770,759,726,711,655,444,554,584,528,501,514,506,564,504,464,436,519,455,327,410,391,360,223,261,247,229,123,179,158,123,160,112,107,74,67,44,44,68,60,47,22,55,54,70,58,49,46,48,33,29,20,25,13,69
North Central London,all referrals,93C,C_999,8330,6516,7608,6963,5395,6128,5766,5628,5709,5526,4876,4777,4620,4769,4488,4443,3304,3316,3987,3625,3597,2711,3181,1693,2433,2460,2194,2164,1965,1863,1790,1730,1444,1482,1377,1319,1224,1047,663,369,847,927,832,865,815,827,745,691,686,641,605,453,422,397,350,319,235,319,268,263,250,248,232,205,198,163,148,134,142,87,107,104,104,84,66,60,41,27,37,40,29,36,21,28,21,16,10,18,15,12,8,7,18,9,13,14,6,15,10,4,4,4,5,1,10
North Cumbria,all referrals,01H,C_999,2140,1603,1742,1693,1306,1615,1455,1383,1379,1332,1264,1343,1301,1200,1311,1133,889,855,1079,999,1036,710,899,501,750,749,575,608,629,593,517,464,437,429,381,383,337,284,164,102,178,225,196,195,156,160,146,123,123,136,97,85,92,82,64,75,50,60,64,33,46,33,42,21,26,38,35,21,25,8,21,20,17,14,6,7,9,6,3,7,3,5,4,3,3,3,1,2,4,1,1,1,1,3,2,1,1,1,2,1,1,0,0,0,3
North East Essex,all referrals,06T,C_999,2575,1794,2050,1863,1364,1631,1667,1563,1526,1333,1364,1357,1498,1238,1220,1280,995,957,1091,1103,981,722,923,467,796,762,644,659,719,663,578,493,499,474,448,458,366,324,170,106,249,281,248,220,227,208,247,175,146,163,166,173,136,120,126,91,76,107,85,86,74,68,76,72,71,69,53,37,32,29,48,38,43,20,23,15,13,3,11,9,19,14,16,9,8,6,3,6,2,5,6,6,6,5,4,3,4,5,2,1,1,0,0,0,3
North East Lincolnshire,all referrals,03H,C_999,1312,875,942,966,662,876,689,610,629,608,567,554,542,513,464,498,346,351,380,374,356,274,330,190,223,256,245,263,253,260,234,240,180,185,188,161,151,131,69,50,87,87,81,87,86,89,64,50,43,46,43,28,41,37,28,19,17,14,12,16,17,23,11,7,7,9,12,8,9,5,5,3,4,8,3,3,6,1,2,2,1,1,1,0,2,0,0,0,2,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,5
North East London,all referrals,A3A8R,C_999,13028,9175,10363,9714,7165,8705,8147,7735,7742,7218,6570,6696,6567,6360,6259,5779,4596,4003,5050,5022,4684,3579,4094,2495,3504,3392,3037,3115,3047,3007,2692,2576,2436,2333,2168,2078,1880,1776,1135,695,1342,1443,1408,1306,1262,1190,1055,1131,986,1078,947,852,699,630,615,539,409,520,435,398,352,352,366,288,293,308,346,281,268,185,222,201,179,155,149,157,127,71,107,90,73,73,63,44,33,39,26,42,40,28,26,16,17,18,29,21,16,10,19,3,12,8,7,8,42
North Lincolnshire,all referrals,03K,C_999,1356,924,1137,951,736,790,778,670,679,630,616,535,566,564,520,451,370,332,460,427,399,300,379,244,300,306,279,300,274,253,241,226,188,164,171,148,156,163,83,33,111,110,85,84,81,66,67,64,57,57,43,46,39,36,34,39,20,26,10,24,21,12,15,16,15,16,9,8,7,11,8,7,6,3,9,6,7,2,1,7,4,7,0,2,3,3,1,2,3,2,0,0,1,1,0,3,1,1,0,1,0,0,0,1,2
North Staffordshire,all referrals,05G,C_999,1412,1150,1153,1163,924,911,884,948,781,783,638,689,671,632,664,620,409,433,522,572,582,446,498,307,528,482,502,424,420,331,365,353,378,391,348,316,321,275,209,108,195,219,205,186,232,182,181,158,129,139,137,97,102,104,74,81,72,70,56,60,77,53,59,65,64,42,44,30,29,24,43,42,30,25,29,24,39,15,17,20,22,20,20,8,11,14,4,5,10,9,9,9,3,8,7,6,6,8,4,11,4,4,2,1,19
North Tyneside,all referrals,99C,C_999,1730,1220,1272,1285,1005,1240,1216,1132,1184,1176,1097,1084,937,950,894,814,650,650,520,485,434,277,357,204,321,281,284,243,220,219,216,185,194,211,155,147,129,132,76,60,135,111,116,90,100,108,97,58,66,56,63,43,38,54,38,30,30,37,37,31,28,28,36,24,24,28,24,27,18,23,26,20,22,12,23,20,22,8,11,11,4,3,7,7,5,3,2,6,2,1,3,0,0,2,0,1,1,0,0,0,1,0,1,0,3
North West London,all referrals,W2U3Z,C_999,14083,10504,11624,10924,7946,9849,9232,9477,9205,8979,8486,8532,8253,8018,7686,7660,5928,5436,6725,6197,5909,4689,5022,2913,4367,4119,3901,3917,3882,3725,3398,3307,2906,2838,2707,2436,2191,1954,1392,696,1619,1672,1546,1457,1462,1371,1274,1270,985,1009,857,821,715,666,581,561,383,446,366,370,345,354,327,328,317,267,286,258,185,108,145,142,121,84,96,101,69,44,45,37,27,27,41,29,22,24,14,12,10,6,11,3,20,14,10,9,2,6,2,1,4,4,2,0,8
North Yorkshire,all referrals,42D,C_999,2912,2080,2210,2115,1532,1873,1728,1613,1675,1542,1428,1398,1351,1474,1409,1305,994,894,1052,954,850,648,764,444,614,727,592,524,646,545,457,444,488,416,373,352,351,288,152,132,239,208,244,238,265,208,199,183,147,172,126,138,90,120,97,89,85,82,79,81,72,70,59,74,61,56,57,41,27,27,33,35,38,23,40,22,28,20,14,17,15,11,11,11,3,9,7,8,3,5,10,1,7,5,16,2,6,4,2,2,2,1,0,1,2
Northamptonshire,all referrals,78H,C_999,3879,3193,3704,3407,2612,3225,3046,2719,2659,2731,2472,2446,2533,2552,2240,2128,1824,1462,1770,1758,1626,1240,1380,910,1090,1188,1125,1152,1054,1019,928,792,741,715,706,628,621,458,338,169,283,341,263,287,240,207,199,173,153,149,115,109,91,83,92,57,57,63,65,52,55,46,35,31,37,35,30,36,25,18,19,23,11,12,14,11,15,6,8,11,6,8,7,6,5,4,5,4,6,4,6,1,3,7,7,2,4,2,2,1,3,0,1,1,18
Northumberland,all referrals,00L,C_999,2468,1675,1817,1787,1512,1706,1672,1546,1562,1469,1426,1442,1445,1284,1270,1244,969,875,625,609,657,415,514,231,390,413,350,328,323,334,289,242,251,216,249,208,177,120,92,74,115,133,115,89,119,116,113,72,93,81,64,72,47,49,63,50,36,57,41,43,35,31,45,45,33,25,29,26,16,20,16,19,13,12,12,16,11,9,17,11,8,3,8,10,8,1,6,6,4,2,0,0,1,3,5,2,1,3,0,1,3,0,2,0,3
Nottingham And Nottinghamshire,all referrals,52R,C_999,7085,5160,5660,5066,3946,4381,4131,4063,3806,3715,3441,3383,3241,2952,2928,2858,2218,2165,2649,2346,2172,1768,1892,1168,1578,1582,1443,1463,1297,1273,1201,1069,934,1060,979,829,754,675,472,311,628,647,644,552,501,539,458,394,365,388,379,385,312,303,272,256,178,224,227,182,178,186,188,179,163,167,172,143,145,74,134,107,109,95,79,94,102,47,84,53,62,43,46,33,39,34,48,29,28,31,18,9,27,23,22,25,17,14,15,12,8,8,8,5,49
Oldham,all referrals,00Y,C_999,1892,1372,1383,1395,975,1143,1088,1010,955,1019,828,870,816,816,824,778,637,536,518,650,615,447,620,336,523,531,484,509,528,455,448,407,405,418,367,327,280,278,165,87,223,225,184,172,170,173,173,137,147,146,129,151,135,115,93,97,91,84,95,86,87,88,72,73,72,71,58,54,56,29,50,34,46,40,29,21,32,18,16,23,19,19,15,18,14,6,11,15,9,11,6,2,4,3,5,4,6,1,2,1,1,2,1,0,2
Oxfordshire,all referrals,10Q,C_999,3293,2829,2732,2572,1690,2033,2179,2048,1832,1838,1834,1777,1686,1504,1581,1547,1273,1045,1333,1249,1161,875,897,552,763,872,727,656,658,615,562,490,555,537,444,456,388,357,227,109,265,294,285,223,247,220,201,183,163,157,163,140,151,144,111,91,55,76,85,75,58,58,57,55,51,58,62,59,44,30,29,35,21,26,28,21,20,10,6,11,8,14,14,10,7,6,7,7,5,4,4,6,13,5,5,3,6,5,1,2,2,1,3,1,14
Portsmouth,all referrals,10R,C_999,982,794,933,812,640,660,727,622,522,575,549,461,465,465,384,372,335,227,322,375,301,211,242,187,216,234,260,204,187,201,160,135,167,137,141,108,113,96,64,34,78,104,95,72,61,49,42,58,50,44,42,52,31,23,36,15,18,28,21,27,12,16,19,9,19,14,10,8,10,5,9,7,13,4,2,1,5,2,3,0,2,1,3,2,2,2,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Rotherham,all referrals,03L,C_999,2134,1602,1605,1582,964,1219,1241,1091,1075,1050,1022,939,1014,888,739,926,715,434,776,704,633,506,566,344,426,400,412,391,304,311,323,270,293,228,243,205,206,179,124,66,131,136,112,88,103,108,88,67,59,51,64,53,45,30,30,26,27,17,26,31,25,15,16,11,23,13,14,16,10,4,10,11,12,6,10,8,8,1,6,5,2,1,3,4,1,3,3,1,6,2,3,1,2,2,0,2,2,0,1,0,0,0,0,0,1
Salford,all referrals,01G,C_999,1873,1452,1667,1541,1339,1576,1603,1581,1474,1445,1249,1360,1404,1251,1147,1101,747,786,908,881,928,644,730,417,742,757,661,636,635,676,577,540,569,544,553,527,501,412,248,158,371,379,382,315,325,382,308,265,264,272,235,235,210,192,199,205,126,178,168,163,140,164,153,154,137,136,117,136,124,95,113,133,77,71,89,100,79,50,72,72,62,39,60,29,32,27,37,21,21,15,8,2,11,17,6,8,6,8,5,4,0,2,2,0,8
Sheffield,all referrals,03N,C_999,4779,3109,3057,2829,2241,2812,2400,2365,2379,2047,2192,2004,2003,1953,1778,1496,1209,1118,1456,1352,1195,885,1021,489,857,849,827,794,737,661,665,563,542,522,458,437,409,373,208,166,317,311,263,306,262,286,232,227,210,195,197,163,116,115,145,95,77,102,101,90,97,88,75,72,60,54,74,67,58,38,58,70,56,43,42,31,19,14,27,23,29,22,24,12,20,21,26,13,11,11,12,3,12,9,2,6,8,7,5,4,1,3,7,1,16
"Shropshire, Telford And Wrekin",all referrals,M2L0M,C_999,2494,2061,2349,2282,1580,1947,2225,2197,2176,1880,1637,1854,1930,1789,1574,1706,1506,808,1309,1300,1340,946,1138,731,844,975,912,812,1023,786,842,747,652,659,579,549,506,480,360,159,403,472,426,362,386,421,392,332,331,295,279,297,301,281,241,246,171,171,195,207,181,155,163,154,135,145,153,142,140,80,135,139,113,83,95,64,64,50,48,44,55,47,40,35,30,31,23,27,23,30,26,6,15,10,12,22,21,11,9,13,12,5,7,4,44
Somerset,all referrals,11X,C_999,3401,2530,2936,2634,1716,2209,2096,2116,1908,1880,1678,1760,1633,1633,1517,1486,1160,959,1239,1123,1066,788,923,584,849,897,833,717,702,660,590,522,564,510,429,412,413,414,316,169,327,344,335,365,335,323,251,269,297,243,251,251,208,186,178,149,109,149,111,134,115,115,100,95,72,87,114,83,80,46,62,76,66,51,52,48,44,23,34,35,27,36,25,21,16,18,17,9,16,8,10,9,4,17,6,9,9,12,6,7,7,7,7,4,21
South East London,all referrals,72Q,C_999,11296,8637,9982,9298,7131,8445,7898,7722,7263,6404,6243,6742,6206,5836,5613,5607,4196,3487,4134,3979,3988,2843,3253,2199,2729,2968,2711,2614,2545,2532,2312,2170,1987,1861,1823,1634,1453,1316,835,488,966,1052,1107,1011,981,918,810,664,679,617,637,537,542,453,408,355,274,306,279,277,246,283,219,203,186,191,161,147,142,88,112,101,93,79,77,66,51,35,38,35,39,39,16,24,21,17,12,14,11,6,7,3,4,5,6,8,11,1,4,0,2,1,2,1,2
South East Staffordshire And Seisdon Peninsula,all referrals,05Q,C_999,1780,1105,1280,1108,928,1134,1011,924,1007,975,815,875,848,830,751,752,598,557,684,640,673,442,586,335,484,488,431,474,430,439,398,359,362,394,351,299,272,274,156,90,222,210,235,210,184,200,200,191,189,169,151,125,118,149,134,117,94,106,105,87,78,81,83,98,92,85,72,79,63,58,69,71,67,58,55,50,54,30,27,31,29,38,40,19,17,11,16,17,15,8,9,4,10,12,10,10,6,14,12,14,10,5,4,7,7
South Sefton,all referrals,01T,C_999,986,740,793,828,640,711,715,653,610,631,527,590,640,536,530,538,400,330,480,471,449,318,391,240,373,403,359,351,338,416,358,353,355,331,279,282,260,253,166,88,193,210,217,211,232,201,190,198,187,175,158,173,137,162,156,119,97,138,124,133,106,135,131,123,135,96,105,110,103,56,79,52,66,43,59,48,34,33,41,42,41,33,35,47,20,23,24,24,15,23,9,2,14,12,5,1,6,3,4,2,1,2,1,0,10
South Tyneside,all referrals,00N,C_999,1402,1024,1064,1045,719,858,806,706,745,661,616,606,599,586,530,538,415,328,425,394,353,251,301,134,256,221,202,180,202,189,147,108,134,120,101,91,60,66,35,16,46,40,42,36,32,37,31,24,30,18,15,23,21,20,13,21,4,10,15,9,9,13,7,3,7,8,8,9,3,4,7,8,6,2,3,6,6,2,1,3,1,3,0,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
South West London,all referrals,36L,C_999,10613,7861,8618,8173,6153,7331,6680,6428,6320,5872,5780,5616,5446,5666,4958,4878,3723,3111,3545,3491,3408,2423,2751,1703,2075,2246,1997,1931,1871,1831,1530,1330,1185,1224,1066,946,872,774,456,244,523,528,496,477,433,410,334,279,237,238,215,156,133,116,104,76,56,71,56,72,72,57,49,43,44,38,39,29,39,23,28,30,15,19,24,15,8,9,12,16,2,7,2,1,3,2,6,5,0,0,2,1,0,0,3,1,1,0,0,0,0,0,0,0,3
Southend,all referrals,99G,C_999,1976,1305,1384,1374,977,1300,1116,1028,937,1008,981,1068,937,910,837,726,632,502,669,614,597,464,539,317,376,434,431,343,386,385,353,367,344,332,332,277,214,280,169,74,147,188,184,179,166,167,183,119,143,138,121,137,117,110,99,81,70,73,64,76,59,65,58,43,70,73,51,55,40,26,49,37,42,22,33,28,18,9,14,18,8,7,7,4,6,7,5,1,2,2,1,0,2,1,3,2,3,2,0,0,0,0,1,1,4
Southport And Formby,all referrals,01V,C_999,1327,1074,1069,965,810,826,661,611,571,565,485,579,487,587,467,504,326,352,360,346,332,271,311,164,277,268,228,208,214,197,201,170,150,162,140,125,113,99,59,32,82,84,62,81,64,55,62,45,54,60,55,51,33,44,36,30,28,29,32,23,32,16,37,39,25,26,19,26,22,8,14,14,17,17,19,13,8,1,4,11,6,6,6,10,2,5,2,2,1,2,3,0,2,0,0,1,2,0,0,1,0,0,0,0,5
St Helens,all referrals,01X,C_999,1430,1247,1324,1133,960,1066,973,902,881,750,771,746,678,556,638,651,378,408,468,357,407,339,374,210,290,363,298,260,245,261,226,200,223,152,142,117,136,133,71,50,109,92,83,90,90,101,87,78,56,62,77,68,51,55,42,52,45,44,31,39,38,32,34,34,42,25,40,32,26,21,27,27,20,23,18,17,10,11,15,14,11,14,10,11,8,6,9,6,2,7,3,1,5,4,2,3,3,0,0,1,0,0,1,0,1
Stafford And Surrounds,all referrals,05V,C_999,972,819,941,847,677,783,755,712,658,651,642,598,579,557,538,533,366,375,515,443,488,314,342,189,350,327,329,321,339,303,262,259,262,286,247,216,187,173,107,60,138,198,142,140,137,128,113,104,77,103,52,60,46,58,56,56,30,36,41,42,45,35,28,36,29,20,16,29,16,10,13,20,12,13,15,12,18,9,10,8,5,10,6,5,6,10,4,6,3,5,4,0,4,7,2,1,3,5,5,8,5,1,1,2,9
Stockport,all referrals,01W,C_999,2133,1598,1800,1672,1289,1418,1581,1422,1508,1465,1336,1380,1342,1426,1268,1290,940,1029,1220,1241,1133,844,947,583,946,826,880,831,762,771,766,673,651,687,652,599,526,492,287,175,427,448,393,400,367,389,436,374,338,392,364,363,365,300,276,309,216,252,210,229,229,236,210,220,208,228,200,173,175,134,199,199,190,139,156,142,125,63,120,117,92,119,101,75,84,63,42,55,53,53,42,25,45,42,42,24,9,9,11,8,9,13,10,4,34
Stoke On Trent,all referrals,05W,C_999,1669,1353,1569,1603,1163,1124,1077,1165,922,969,796,819,893,817,853,757,607,551,669,702,714,581,686,369,700,648,620,543,556,437,464,430,516,483,421,453,379,389,225,152,254,283,274,274,249,232,197,221,127,174,142,149,127,144,93,93,83,71,100,84,83,82,58,88,103,65,67,51,50,44,63,49,39,29,41,32,23,16,25,31,21,27,15,21,17,16,16,17,10,12,10,6,9,10,14,10,14,7,8,2,9,4,9,3,26
Sunderland,all referrals,00P,C_999,2950,2126,2187,1903,1378,1609,1675,1517,1356,1284,1245,1201,1182,1226,1052,1081,729,624,738,694,606,476,518,267,405,416,388,340,271,320,264,246,207,204,175,160,135,99,66,33,71,78,65,55,51,57,39,41,37,36,31,31,34,28,19,21,14,15,20,15,15,6,5,7,6,10,4,8,5,0,4,7,5,2,3,4,1,2,2,4,4,4,1,1,2,2,0,1,2,2,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0
Surrey Heartlands,all referrals,92A,C_999,6053,4671,5345,5170,3813,4676,4498,4417,4236,4225,3950,3779,3794,3924,3483,3414,3075,2264,3329,3268,3545,2497,2641,1699,1886,1944,1814,1653,1669,1619,1441,1258,1049,1089,1014,888,827,697,403,269,545,523,559,444,430,500,403,368,312,368,288,268,223,208,198,184,121,161,138,157,147,110,109,93,81,85,86,90,55,50,69,49,55,47,39,32,38,13,32,26,29,17,21,18,17,13,5,9,3,3,1,3,6,8,3,3,2,2,0,2,0,0,0,0,5
Tameside,all referrals,01Y,C_999,1533,1226,1310,1218,870,1074,940,893,875,847,802,813,740,759,657,681,533,448,629,601,571,426,522,289,497,484,416,412,350,401,334,337,306,313,280,262,292,247,134,105,191,190,184,220,181,177,168,175,157,147,136,149,156,133,128,119,87,96,111,96,74,113,72,90,89,84,85,65,75,51,45,56,48,39,41,35,29,14,21,19,21,22,14,13,15,13,12,8,9,9,8,5,7,7,9,7,6,0,5,3,0,3,4,3,10
Tees Valley,all referrals,16C,C_999,4214,3031,3395,3419,2423,2876,2787,2752,2650,2562,2120,2108,2184,2075,2052,1855,1400,1342,1652,1410,1289,859,1104,668,939,911,828,694,659,649,593,519,521,448,435,392,346,256,180,98,250,259,235,213,216,178,199,171,135,147,128,130,94,101,88,77,75,65,67,59,62,61,46,52,51,38,32,22,32,30,36,25,37,16,19,17,16,10,8,8,3,3,7,5,8,6,6,1,7,2,0,1,2,3,0,2,1,0,0,1,0,0,1,2,2
Thurrock,all referrals,07G,C_999,1120,886,997,858,658,795,754,785,729,694,635,592,630,624,607,625,460,436,530,539,559,365,492,308,401,399,338,371,357,333,357,299,269,255,213,201,225,198,134,71,174,194,204,178,188,220,181,171,129,151,122,122,144,163,128,145,77,111,109,93,105,90,84,76,87,54,76,57,52,34,37,44,46,21,38,29,27,12,13,8,12,6,5,6,5,6,4,0,1,1,2,0,0,1,1,0,1,1,2,2,0,0,0,0,2
Trafford,all referrals,02A,C_999,967,824,1015,740,545,954,989,987,997,984,927,945,946,826,894,810,690,619,868,847,784,616,637,375,667,666,600,562,593,617,578,509,526,523,494,489,502,411,218,141,345,352,352,362,376,335,316,261,267,287,256,247,232,236,226,183,152,205,190,185,180,159,145,145,129,129,132,147,129,96,131,112,105,77,97,87,105,52,73,62,51,45,57,37,39,36,32,31,27,27,16,6,13,14,18,17,8,6,18,9,8,12,9,7,19
Vale Of York,all referrals,03Q,C_999,1493,1031,1128,1101,807,1009,865,863,883,909,699,756,741,841,874,691,637,564,519,626,530,362,445,407,370,548,326,367,395,377,344,267,347,294,231,214,225,242,195,155,241,209,170,201,227,199,206,205,175,169,146,214,130,133,134,114,75,105,83,107,55,94,104,73,87,75,66,44,53,48,72,66,39,43,57,34,36,14,19,26,22,24,28,13,18,7,10,7,8,7,3,3,6,5,4,5,5,2,5,3,2,3,2,0,0
Wakefield,all referrals,03R,C_999,3098,1989,2194,1955,1526,1773,1677,1518,1507,1506,1449,1420,1562,1407,1181,1164,820,783,1036,995,800,556,602,381,641,562,605,543,523,498,384,388,398,343,376,279,262,220,153,86,217,211,191,152,147,129,124,115,111,103,109,99,392,54,43,38,43,44,35,38,32,28,25,29,32,27,26,24,16,19,19,14,18,12,10,6,11,5,8,4,2,4,4,4,1,2,7,2,1,1,3,0,2,4,2,2,0,0,1,2,2,0,0,1,7
Warrington,all referrals,02E,C_999,1276,1032,1131,932,856,975,800,829,878,842,814,815,835,882,795,893,660,573,680,541,550,360,516,265,388,438,456,387,385,408,314,326,292,276,295,208,213,148,86,57,133,147,168,148,155,131,117,136,104,94,111,128,116,96,80,80,48,54,49,70,46,62,47,45,60,45,53,40,50,32,37,38,37,27,28,25,31,18,27,19,19,26,26,12,12,11,13,6,11,4,6,1,5,7,4,5,2,2,5,1,2,1,1,0,10
West Essex,all referrals,07H,C_999,1872,1222,1301,1256,857,1131,1070,1041,879,973,864,777,891,809,771,833,627,582,757,722,697,531,598,424,535,567,579,519,475,404,438,472,426,447,408,387,385,374,223,140,289,290,307,238,229,300,264,236,187,189,193,181,130,152,107,113,73,85,91,78,78,84,77,76,82,72,60,61,59,40,48,44,41,22,28,34,16,12,18,17,12,18,17,15,11,5,10,12,7,11,3,3,1,7,3,3,4,2,1,2,2,0,1,1,1
West Lancashire,all referrals,02G,C_999,647,490,568,460,358,380,353,334,345,355,303,309,316,286,289,254,205,181,233,197,223,179,184,107,170,155,148,135,145,131,117,115,127,85,106,80,87,77,42,24,55,57,51,56,62,52,48,54,31,26,36,39,31,29,29,22,20,18,22,26,24,20,15,25,15,18,16,15,11,8,11,10,9,3,8,10,4,2,7,4,2,9,2,4,3,6,1,1,2,2,0,0,2,3,0,0,1,0,0,0,0,1,0,0,6
West Leicestershire,all referrals,04V,C_999,1893,1385,1702,1539,1321,1534,1594,1372,1406,1353,1334,1235,1297,1184,1170,1071,903,927,1092,1041,1059,714,883,469,912,816,703,720,725,662,658,624,592,590,557,549,499,451,220,185,393,358,377,379,342,380,365,343,319,313,309,339,281,292,281,271,207,240,248,230,213,215,210,191,199,193,176,173,149,122,156,154,148,116,120,123,108,59,91,87,78,57,72,54,40,46,42,37,45,37,25,13,20,25,17,19,20,15,13,17,10,10,4,10,74
West Suffolk,all referrals,07K,C_999,2034,1257,1604,1405,1122,1334,1152,1045,1061,987,1015,958,928,856,915,933,621,636,783,728,688,511,687,317,509,498,482,403,366,271,295,219,231,210,193,195,170,166,135,55,133,174,143,157,146,125,125,143,113,123,112,118,99,92,83,83,53,67,74,78,55,53,48,51,41,67,49,49,43,27,37,38,30,29,33,29,28,13,22,16,23,18,23,13,15,10,14,12,6,9,2,2,6,11,8,11,5,12,5,5,5,6,5,2,11
West Sussex,all referrals,70F,C_999,7775,6016,6898,6109,4520,5413,5150,4918,4883,4794,4502,4439,4029,4116,3781,3679,3088,2547,3120,2895,2921,2073,2379,1544,2111,2076,1929,2034,1958,1839,1689,1570,1540,1431,1180,1275,1133,860,658,345,820,840,689,650,674,654,657,561,535,484,474,454,316,373,293,230,198,196,224,268,230,154,165,169,168,150,167,109,121,92,88,74,95,62,79,61,76,47,54,64,40,44,41,47,32,39,40,21,23,18,29,9,17,11,16,11,4,6,5,3,2,3,0,0,13
Wigan Borough,all referrals,02H,C_999,2375,1865,2128,1894,1426,1705,1688,1559,1432,1442,1292,1369,1300,1283,1243,1150,991,766,1058,1087,1077,801,844,605,657,751,705,780,707,546,589,528,543,547,492,426,432,408,224,143,335,334,368,317,371,330,298,266,255,297,236,220,185,154,132,165,100,142,158,140,133,144,138,145,138,155,135,91,92,59,89,72,56,47,56,31,35,21,29,27,33,25,24,22,15,10,13,24,19,10,10,4,4,12,4,2,5,6,5,6,11,5,3,6,7
Wirral,all referrals,12F,C_999,2514,1759,2143,1776,1339,1516,1484,1380,1355,1233,1269,1208,1120,1082,1056,992,753,776,928,950,855,641,703,374,619,699,553,538,595,516,449,424,416,361,381,265,346,274,168,102,275,215,219,250,240,216,185,177,159,182,137,146,123,129,109,97,74,87,61,60,75,64,63,46,49,47,47,44,35,31,41,31,37,22,26,21,15,6,11,10,10,13,9,11,4,4,4,7,1,7,2,2,3,2,3,2,1,0,1,0,1,0,2,0,3
Barnsley,Cardiology Service,02P,C_320,77,52,51,75,50,59,28,34,51,27,44,37,31,36,32,25,13,16,15,20,9,10,12,3,5,4,8,5,4,3,6,0,3,3,2,1,3,4,1,0,2,2,4,1,2,1,1,1,2,2,1,0,1,1,1,4,0,0,1,1,0,0,2,0,0,2,0,1,0,0,2,1,1,0,0,0,0,0,1,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basildon And Brentwood,Cardiology Service,99E,C_320,150,86,93,73,59,74,92,86,91,71,72,60,62,65,52,43,21,34,40,34,30,19,24,17,22,28,23,18,16,23,17,11,13,16,8,8,6,2,0,1,6,6,2,3,2,0,0,1,1,2,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
